"ID_AE","ID_RD","Population","Tree_type","Vegetation_type","Country","Division","District","Upazila","Union","location_notes","Latitude","Longitude","BFI_zone","FAO_biome","WWF_Eco_zone","X","Unit_X","Z","Unit_Z","W","Unit_W","U","Unit_U","V","Unit_V","Mean_X","Min_X","Max_X","Mean_Z","Min_Z","Max_Z","Mean_W","Min_W","Max_W","Output","Output_TR","Unit_Y","Min_age","Max_age","Av_age","B","Bd","Bg","Bt","L","Rb","Rf","Rm","S","T","F","Family","Genus","Species","Subspecies","Species_local_name_latin","Species_local_name_iso","Equation","Sample_size","Top_dob","Top_girth_over_bark","Stump_height","Reference","Label","R2","R2_Adjusted","Corrected_for_bias","MSE","RMSE","SEY","SEE","AIC","FI","Bias_correction","Ratio_equation","Segmented_equation","Contributor","Operator","Remark","Contact","Verified"
435,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",62,399,1427,"NA","Dhakijam","NA","Y = 0.08566 + 0.0002378 * X^(2) + 0.011944 * Z + 0.000023649 * X^(2) * Z",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
436,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"C","cm","H","m","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",62,399,1427,"NA","Dhakijam","NA","Y = 0.08566 + 0.0000240941 * X^(2) + 0.011944 * Z + 0.00000239117 * X^(2) * Z",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","ln transformation has been written in the text but it should not be ln transformation according to table 2","mahmoodhossain@hotmail.com",""
437,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",,"NA",62,399,1427,"NA","Dhakijam","NA","Y = 1/(1.07405 + 0.2995727 * exp(-0.035858 * X))",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Volume under bark conversion","mahmoodhossain@hotmail.com",""
438,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",62,399,1427,"NA","Dhakijam","NA","Y = 1.00",,"5","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
439,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",62,399,1427,"NA","Dhakijam","NA","Y = 1.00",,"10","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
440,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",62,399,1427,"NA","Dhakijam","NA","Y = 1/(1.000207 + 0.287965 * exp(-0.063979 * X))",,"15","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
441,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",62,399,1427,"NA","Dhakijam","NA","Y = 1/(1.003997 + 1.566205 * exp(-0.082163 * X))",,"20","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
442,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA",,"NA",62,399,1427,"NA","Dhakijam","NA","Y = -0.09923815 + 0.004358 * X - 0.000032 * X^(2)",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Branch volume","mahmoodhossain@hotmail.com",""
443,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","25","107","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",26,406,1349,"NA","Bahera","NA","Y = -8.0446 + 2.1338 * Log (X)",120,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
444,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","25","107","4.5","29","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",26,406,1349,"NA","Bahera","NA","Y = -8.3245 + 1.7826 * Log (X) + 0.6257 * Log (Z)",120,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
445,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"C","cm","H","m","NA","NA","NA","NA","NA","NA","NA","80","335","4.5","29","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",26,406,1349,"NA","Bahera","NA","Y = -10.365104 + 1.7826 * Log (X) + 0.6257 * Log (Z)",120,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
446,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","25","107","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",,"NA",26,406,1349,"NA","Bahera","NA","Y = X/(0.1146 + 0.4594 * X - 0.0003280 * X^(2))",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Volume under bark conversion","mahmoodhossain@hotmail.com",""
447,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","25","107","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",26,406,1349,"NA","Bahera","NA","Y = 1.00",,"5","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
448,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","25","107","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",26,406,1349,"NA","Bahera","NA","Y = 1.00",,"10","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
449,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","25","107","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",26,406,1349,"NA","Bahera","NA","Y = 1.0009 - 0.1212 * exp(-0.04406 * X)",,"15","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
450,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","25","107","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",26,406,1349,"NA","Bahera","NA","Y = 0.9998 - 0.5266 * exp(-0.05224 * X)",,"20","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
451,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","25","107","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA",,"NA",26,406,1349,"NA","Bahera","NA","Y = 0.000002117 * X^(2.4536)",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Branch volume","mahmoodhossain@hotmail.com",""
452,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20","244","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",107,409,1360,"NA","Chundul","NA","Y = -7.077637 + 2.0291 * Log (X)",162,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
453,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","20","244","11","43","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",107,409,1360,"NA","Chundul","NA","Y = -8.492536 + 1.85222 * Log (X) + 0.687905 * Log (Z)",162,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
454,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"C","cm","H","m","NA","NA","NA","NA","NA","NA","NA","64","766","11","43","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",107,409,1360,"NA","Chundul","NA","Y = -10.61283 + 1.85222 * Log (X) + 0.687905 * Log (Z)",162,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
455,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20","244","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",,"NA",107,409,1360,"NA","Chundul","NA","Y = 0.8316 + 0.0021653543 * X - 0.0000121094 * X^(2)",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Volume under bark conversion","mahmoodhossain@hotmail.com",""
456,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20","244","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",107,409,1360,"NA","Chundul","NA","Y = 1.00",,"5","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
457,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20","244","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",107,409,1360,"NA","Chundul","NA","Y = 1.00",,"10","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
458,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20","244","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",107,409,1360,"NA","Chundul","NA","Y = 1/(0.9993933 + 0.1137328 * exp(-0.04719488 * X))",,"15","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
459,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20","244","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",107,409,1360,"NA","Chundul","NA","Y = 1/(0.9985865 + 0.3711621 * exp(-0.0478605 * X))",,"20","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
460,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20","244","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA",,"NA",107,409,1360,"NA","Chundul","NA","Y = 0.0000124585 * X^(3.444204)",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Branch volume","mahmoodhossain@hotmail.com",""
461,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20","112","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",9999,9999,9999,"NA","NA","NA","Y = -7.574983 + 2.08627 * Log (X)",174,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
462,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","20","112","4.5",">43","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",9999,9999,9999,"NA","NA","NA","Y = -8.3367 + 1.59316 * Log (X) + 0.940025 * Log (Z)",174,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
463,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"C","cm","H","m","NA","NA","NA","NA","NA","NA","NA","64","351","4.5",">43","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",9999,9999,9999,"NA","NA","NA","Y = -12.436568 + 1.59316 * Log (X) + 0.940025 * Log (Z)",174,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
464,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20","112","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",,"NA",9999,9999,9999,"NA","NA","NA","Y = 0.840082 + 0.00219243 * X - 0.000014044 * X^(2)",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Volume under bark conversion","mahmoodhossain@hotmail.com",""
465,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20","112","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",9999,9999,9999,"NA","NA","NA","Y = 1.00",,"5","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
466,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20","112","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",9999,9999,9999,"NA","NA","NA","Y = 0.9899 + 0.0001877 * X - 0.000000871 * X^(2)",,"10","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
467,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20","112","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",9999,9999,9999,"NA","NA","NA","Y = 0.94976 + 0.001001 * X - 0.000005023 * X^(2)",,"15","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
468,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20","112","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",9999,9999,9999,"NA","NA","NA","Y = 0.8438 + 0.0031035 * X - 0.0000155311 * X^(2)",,"20","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
469,"NA","Individual","Tree","Natural","Bangladesh",20,,,,"Chittagong, Cox's Bazar","0","0",6,11,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20","112","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA",,"NA",9999,9999,9999,"NA","NA","NA","Y = X/(-241.9453 + 17.6668 * X - 0.1012375 * X^(2)",,"NA","NA","NA",137,37,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Branch volume","mahmoodhossain@hotmail.com",""
470,"NA","Individual","Tree","Plantation (Woodlot)","Bangladesh",,,,,"Dinajpur, Mymensingh, Tangail, Dhaka, Bogra, Comilla, Jessore","0","0",6,99,3,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","<30",">105","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",49,2,3,"NA","Akashmoni","NA","Y = -0.0216813 + 0.00067914 * X + 0.000054772 * X^(2)",175,"NA","NA","NA",138,38,0.957,"NA","NA","NA","NA","0.052","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
471,"NA","Individual","Tree","Plantation (Woodlot)","Bangladesh",,,,,"Dinajpur, Mymensingh, Tangail, Dhaka, Bogra, Comilla, Jessore","0","0",6,99,3,"C","cm","H","m","NA","NA","NA","NA","NA","NA","NA","<30",">105","<10",">25","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",49,2,3,"NA","Akashmoni","NA","Y = -0.05685226 + 0.0055484 * Z + 0.000019628 * X^(2) + 0.00000153866 * X^(2) * Z",175,"NA","NA","NA",138,38,0.972,"NA","NA","NA","NA","0.042","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
472,"NA","Individual","Tree","Plantation (Woodlot)","Bangladesh",,,,,"Dinajpur, Mymensingh, Tangail, Dhaka, Bogra, Comilla, Jessore","0","0",6,99,3,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","<30",">105","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",49,2,3,"NA","Akashmoni","NA","Y = -0.073139 + 0.001323 * X + 0.000051832 * X^(2)",141,"NA","30","NA",138,38,0.95,"NA","NA","NA","NA","0.058","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
473,"NA","Individual","Tree","Plantation (Woodlot)","Bangladesh",,,,,"Dinajpur, Mymensingh, Tangail, Dhaka, Bogra, Comilla, Jessore","0","0",6,99,3,"C","cm","H","m","NA","NA","NA","NA","NA","NA","NA","<30",">105","<10",">25","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",49,2,3,"NA","Akashmoni","NA","Y = 0.027119694 + 0.00000240953 * X^(2) * Z",141,"NA","30","NA",138,38,0.942,"NA","NA","NA","NA","0.062","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
474,"NA","Individual","Tree","Plantation (Woodlot)","Bangladesh",,,,,"Dinajpur, Mymensingh, Tangail, Dhaka, Bogra, Comilla, Jessore","0","0",6,99,3,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","<30",">105","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",,"NA",49,2,3,"NA","Akashmoni","NA","Y = X/(36.98142 + 0.003359 * X^(2) + 0.388637 * X)",316,"NA","NA","NA",138,38,0.814,"NA","NA","NA","NA","9.674","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
475,"NA","Individual","Tree","Plantation (Woodlot)","Bangladesh",,,,,"Dinajpur, Mymensingh, Tangail, Dhaka, Bogra, Comilla, Jessore","0","0",6,99,3,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","<30",">105","NA","NA","NA","NA","NA","NA","Green Biomass","NA","kg","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",1,"NA",49,2,3,"NA","Akashmoni","NA","Y = 22.37917 + 0.003226 * X^(2)",175,"NA","NA","NA",138,38,0.734,"NA","NA","NA","NA","11.139","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Branch and stem less than 30 cm girth to 10 cm girth green biomass","mahmoodhossain@hotmail.com",""
